name,url,height_mdpl,province,image_url,description
Kawi Butak,https://datagunung.com/gunung/Kawi-Butak/info,,Unknown,https://datagunung.com/images/mobile-Kawi-Butak.webp,Gunung Kawi-Butak berada di provinsi Jawa Timur dengan ketinggian 2651 mdpl.
Mekongga,https://datagunung.com/gunung/Mekongga/info,,Unknown,https://datagunung.com/images/mobile-Mekongga.webp,Gunung Mekongga berada di provinsi Sulawesi Tenggara dengan ketinggian 2620 mdpl.
Kendang,https://datagunung.com/gunung/Kendang/info,,Unknown,https://datagunung.com/images/mobile-Kendang.webp,"Terletak di perbatasan kecamatan Kertasari, Kab. Bandung dan kecamatan Pasirwangi, Kab. Garut, Jawa Barat dan bertipe gunung berapi stratovolcano.

Jalur Pendakian:
Via Desa Neglawangi, Kecamatan Kertasari, Kabupaten Bandung.
Via Kampung Lodaya."
Ranti,https://datagunung.com/gunung/Ranti/info,,Unknown,https://datagunung.com/images/mobile-Ranti.webp,Gunung Ranti berada di provinsi Jawa Timur dengan ketinggian 2601 mdpl.
Talang,https://datagunung.com/gunung/Talang/info,,Unknown,https://datagunung.com/images/mobile-Talang.webp,"Terletak di kabupaten Solok, provinsi Sumatra Barat.
Bertipe Stratovolcano dan merupakan salah satu dari gunung api aktif di Sumatra Barat
Rute pendakian via Batu Bajanjang, Bukit Sileh ke timur laut, atau via perkebunan teh di Air Batumbuk ke selatan. 
Dari puncak gunung Talang dapat terlihat pemandangan danau Kembar, danau Talang dan danau Singkarak.
Letusan Gunung Talang terjadi pertama kali pada 1833, diikuti tahun 1843, 1845, 1883, 1981 dan 2005."
Prau,https://datagunung.com/gunung/Prau/info,,Unknown,https://datagunung.com/images/mobile-Prau.webp,"Gunung Prau adalah salah satu gunung yang terletak di Jawa Tengah, Indonesia. Gunung ini terletak di antara Kabupaten Wonosobo, Kabupaten Temanggung, dan Kabupaten Pekalongan. Gunung Prau memiliki ketinggian sekitar 2.590 meter di atas permukaan laut, menjadikannya salah satu destinasi pendakian populer di Pulau Jawa.

Berikut adalah deskripsi umum tentang Gunung Prau:

Pemandangan Luas: Puncak Gunung Prau menawarkan pemandangan alam yang sangat indah dan luas. Dari puncak, para pendaki dapat menikmati panorama pegunungan yang hijau serta melihat kabut yang menyelimuti lembah-lembah di sekitarnya.

Bukit Teletubbies: Salah satu daya tarik unik dari Gunung Prau adalah adanya formasi tanah yang disebut ""Bukit Teletubbies"". Bukit ini memiliki tanah yang berwarna hijau kekuningan, menciptakan pemandangan yang kontras dengan lingkungan sekitarnya.

Pematang Rumput: Di sekitar puncak, terdapat pematang rumput yang luas yang sering digunakan oleh para pendaki untuk mendirikan tenda dan berkemah. Pematang ini memberikan nuansa alam terbuka yang menambah pengalaman berkemah di atas gunung.

Pendakian yang Tidak Terlalu Sulit: Jalur pendakian menuju puncak Gunung Prau tidak terlalu sulit, membuatnya cocok bagi para pendaki pemula. Namun, tetap diperlukan persiapan yang baik, terutama mengingat kondisi cuaca yang bisa berubah-ubah.

Suhu Dingin: Karena ketinggiannya, suhu di sekitar Gunung Prau cenderung dingin, terutama di malam hari. Pendaki disarankan membawa perlengkapan yang cukup untuk menghadapi suhu dingin tersebut.

Keunikan Budaya: Sebagai bagian dari kawasan Dieng, Gunung Prau juga memiliki keunikan budaya lokal. Pendaki dapat mengeksplorasi situs-situs sejarah dan budaya di sekitar kawasan Dieng setelah menyelesaikan pendakian.

Sebelum mendaki Gunung Prau, penting untuk memperhatikan persiapan dan informasi terkini, seperti kondisi jalur pendakian, cuaca, serta perizinan yang mungkin diperlukan."
Dieng,https://datagunung.com/gunung/Dieng/info,,Unknown,https://images.unsplash.com/photo-1611656600199-4d3a8845c233?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=800&h=450&q=80,"Dataran Tinggi Dieng adalah sebuah dataran tinggi vulkanik yang terletak di Provinsi Jawa Tengah, Indonesia. Dataran tinggi ini terletak di wilayah Kabupaten Banjarnegara. Dataran Tinggi Dieng terkenal karena keindahan alamnya, fenomena geologi, dan warisan budayanya.

Dataran Tinggi Dieng terbentuk oleh aktivitas vulkanik dengan kawah yang mengeluarkan gas dan belerang. Di kawasan Dieng juga terdapat kompleks candi dan area pemandian air panas. Dataran Tinggi Dieng juga menawarkan pemandangan alam yang indah, termasuk ladang-ladang kentang, hamparan sawah, dan hijaunya perbukitan."
Wilis,https://datagunung.com/gunung/Wilis/info,,Unknown,https://datagunung.com/images/mobile-Wilis.webp,Gunung Wilis berada di provinsi Jawa Timur dengan ketinggian 2563 mdpl.
Torenali,https://datagunung.com/gunung/Torenali/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Torenali berada di provinsi Sulawesi Tengah dengan ketinggian 2526 mdpl.
Bukit Daun,https://datagunung.com/gunung/Bukit Daun/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Bukit Daun berada di provinsi Bengkulu dengan ketinggian 2467 mdpl.
Bulu Torompupu,https://datagunung.com/gunung/Bulu Torompupu/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Memiliki ketinggian 2463 mdpl, lokasi gunung Torompupu yang berada di Desa Salua, kecamatan Kulawi, kabupaten Sigi, Sulawesi Tengah.

Gunung Torompupu merupakan bagian dari gugusan pegunungan Gawalise.
Jalur pendakiannya diperkenalkan oleh Mapala Sagarmatha Universitas Tadulako pada tahun 2002 dan sejak itu mulai sering dikunjungi para pendaki lokal maupun pendaki dari luar Sulawesi."
Sinabung,https://datagunung.com/gunung/Sinabung/info,,Unknown,https://images.unsplash.com/photo-1657790823837-e2ce64fb8785?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=800&h=450&q=80,"Gunung Sinabung adalah gunung berapi kerucut yang terletak di Kabupaten Karo, Sumatra Utara, Indonesia. Gunung Sinabung memiliki ketinggian sekitar 2.460 meter di atas permukaan laut dan terletak sekitar 40 km di sebelah barat laut kota Medan.

Gunung Sinabung telah aktif sejak awal abad ke-20, dengan letusan terakhir tercatat pada tahun 2018. Letusan besar terakhir terjadi pada tahun 2010 dan 2014, yang mengakibatkan korban jiwa dan kerusakan lingkungan yang cukup besar di sekitarnya.

Gunung Sinabung tergolong sebagai gunung api stratovolcano, yang terbentuk dari tumpukan lava dan material vulkanik lainnya. Gunung ini memiliki bentuk kerucut yang curam dan terdapat kawah di puncaknya. Kawah ini menjadi pusat letusan dan aktivitas vulkanik di dalamnya.

Meskipun terdapat bahaya dari aktivitas vulkanik Gunung Sinabung, gunung ini juga menjadi daya tarik wisata alam yang populer di Sumatra Utara. Beberapa jalur pendakian tersedia untuk para pendaki yang ingin menaklukkan Gunung Sinabung, meskipun pendakian ke gunung ini sangat tergantung pada status aktivitas vulkaniknya."
Sibuatan,https://datagunung.com/gunung/Sibuatan/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Sibuatan berada di provinsi Sumatra Utara dengan ketinggian 2457 mdpl.
Tandikat,https://datagunung.com/gunung/Tandikat/info,,Unknown,https://datagunung.com/images/mobile-Tandikat.webp,Gunung Tandikat berada di provinsi Sumatra Barat dengan ketinggian 2438 mdpl.
Patuha,https://datagunung.com/gunung/Patuha/info,,Unknown,https://datagunung.com/images/mobile-Patuha.webp,"Terletak di Rancabali, Ciwidey, Kabupaten Bandung, Jawa Barat. Memiliki kawah putih. 

Jalur Pendakian:
Kawah putih
Jalur Cipanganten
Jalur Sunan Rama
Jalur Panceuling
Jalur Mandalawangi"
Tambusisi,https://datagunung.com/gunung/Tambusisi/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Lokasi gunung Tambusisi Terletak di kecamatan Bungku Utara alam kawasan Konservasi Cagar Alam Morowali Utara, dibawah pengawasan Balai Konservasi Sumber Daya Alam (BKSDA), Sulawesi Tengah.

Pendakian Gunung Tambusisi selain menempuh perjalanan darat juga melewati Teluk Tomini, muara Tambayoli, dan sungai."
Pakuwaja,https://datagunung.com/gunung/Pakuwaja/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Terletak di kecamatan Kejajar, kabupaten Wonosobo, Jawa Tengah, memiliki ketinggian 2421 mdpl.
Salah satu keunikan Gunung Pakuwaja terletak pada savana hijaunya  yang sangat indah.
Basecamp pendakian Gunung Pakuwaja berlokasi di desa Parikesit, kecamatan Kejajar."
Tangkelemboke,https://datagunung.com/gunung/Tangkelemboke/info,,Unknown,https://datagunung.com/images/mobile-Tangkelemboke.webp,"Pegunungan Tangkelemboke dengan puncak Osu Nandooto (2.421 mdpl) merupakan puncak tertinggi kedua di Provinsi Sulawesi Tenggara, setelah Gunung Mekongga. Titik puncaknya berada di perbatasan dua kabupaten, yaitu Kabupaten Konawe dan Kabupaten Konawe Utara.

Jalur pendakian menuju Puncak Osu Nandooto baru dibuka pada Agustus 2023 oleh Tim Mahacala UHO, setelah sebelumnya sempat gagal mencapai puncak pada tahun 2014. Hingga saat ini, jalur pendakian masih melalui basecamp utama di Desa Nesoi, Kecamatan Latoma, Kabupaten Konawe, yang terletak di sisi selatan puncak Osu Nandooto.

Fasilitas pendakian belum tersedia, baik di basecamp maupun sepanjang jalur pendakian. Para pendaki bisa menginap di rumah warga atau di rumah Kepala Desa Nesoi.

Untuk mencapai Desa Nesoi dari Kota Kendari, perjalanan dimulai menuju Kota Unaaha (ibu kota kabupaten) dengan waktu tempuh sekitar 1,5 jam. Selanjutnya, perjalanan dilanjutkan dari Unaaha ke Desa Nesoi (Kecamatan Latoma) dengan waktu tempuh kurang lebih 3 jam, tergantung kondisi jalan yang dipengaruhi oleh musim. Saat musim hujan, kondisi jalan cenderung memburuk dan memperlambat waktu tempuh.

Saat pertama kali dirintis, jalur pendakian terdiri dari tujuh titik camp sebelum mencapai puncak. Perjalanan dari Basecamp Utama di Desa Nesoi hingga Camp 3 akan menyusuri Sungai Latoma. Di sepanjang jalur ini, kebutuhan air cukup terpenuhi. Namun, mulai dari Camp 3 hingga puncak, ketersediaan air mulai terbatas.

Pegunungan Tangkelemboke dikenal kaya akan keanekaragaman hayati, baik flora maupun fauna. Berbagai jenis tumbuhan dan satwa endemik dapat dijumpai dengan mudah di kawasan ini. Frekuensi perjumpaan dengan anoa (sejenis sapi endemik Sulawesi) cukup tinggi, terutama di jalur antara Camp 4 hingga Camp 7.

Selain anoa, fauna lain yang sering ditemui meliputi burung rangkong, ular piton, tupai, monyet Sulawesi, babi hutan, belut sungai, dan lain sebagainya. Dari sisi flora, beragam jenis tumbuhan seperti anggrek, begonia, kantung semar, pohon cantigi, rotan, palem-paleman, pandan hutan, dan tanaman lainnya tumbuh subur di sepanjang jalur pendakian.

Medan pendakian sangat bervariasi. Dari Basecamp Utama di Desa Nesoi menuju Camp 1 (270 mdpl) melewati jalan setapak dan kebun milik warga. Jalur dari Camp 1 hingga Camp 3 (800 mdpl) menyusuri sungai dan hutan primer. Sedangkan dari Camp 3 hingga puncak, pendaki akan melintasi hutan primer dan wilayah batuan kars yang menantang.

Informasi ini dikontribusikan oleh Tim Mahacala UHO dan Muhammad Aris."
Rore Kautimbu,https://datagunung.com/gunung/Rore Kautimbu/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Gunung Rore Kautimbu memiliki ketinggian 2.400 mdpl, terletak di kabupaten Poso.
Jalur pendakiannya melewati Danau Tambing. Para pendaki melapor ke Pos Operasi Tinombala yang berada di Desa Wuasa, Polsek Lore Utara, dan  di Pos Palang Brimob Sedoa.

Salah satu habitat dari Tarsius,  primata kecil sering disebut sebagai monyet terkecil di dunia, binatang langka dan hewan yang dilindungi di Indonesia."
Bismo,https://datagunung.com/gunung/Bismo/info,,Unknown,https://datagunung.com/images/mobile-Bismo.webp,Gunung Bismo berada di provinsi Jawa Tengah dengan ketinggian 2365 mdpl.
Nokilalaki,https://datagunung.com/gunung/Nokilalaki/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Terletak di Sulawesi Tengah dan termasuk dalam kawasan Taman Nasional Lore Lindu. Gunung Nokilalaki memiliki ketinggian sekitar 2355 mdpl.

Untuk mencapai jalur utama menuju Nokilalaki, dapat dimulai dari persawahan Palolo dan Desa Tongoa."
Malabar,https://datagunung.com/gunung/Malabar/info,,Unknown,https://datagunung.com/images/mobile-Malabar.webp,"Merupakan tipe gunung api yang puncaknya berada di Pangalengan, Kabupaten Bandung, Jawa Barat.
Gunung Malabar merupakan bagian dari rangkaian beberapa gunung yang disebut dengan Pegunungan Malabar. Diantaranya terdiri atas Gunung Puntang dengan Puncak Mega (2.222 mdpl), Gunung Haruman (2.141 mdpl) dan Gunung Malabar dengan puncaknya disebut Puncak Besar 2,343 mdpl.

Jalur pendakian:
Jalur Curug Panganten
Jalur Kampung Cinyiruan."
Kembang,https://datagunung.com/gunung/Kembang/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Gunung Kembang berada di kawaasan Wonosobo, Jawa Tengah"
Bromo,https://datagunung.com/gunung/Bromo/info,,Unknown,https://images.unsplash.com/photo-1551172897-36d59dd6b7a1?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=800&h=450&q=80,"Gunung Bromo adalah sebuah gunung berapi aktif yang terletak di Jawa Timur, Indonesia. Gunung ini merupakan bagian dari kawasan Taman Nasional Bromo Tengger Semeru, yang juga mencakup Gunung Semeru, gunung tertinggi di Pulau Jawa. Berada pada ketinggian sekitar 2.329 meter di atas permukaan laut, Gunung Bromo menawarkan pemandangan alam yang spektakuler dan menjadi salah satu destinasi wisata paling populer di Indonesia.

Berikut adalah beberapa ciri khas dan deskripsi tentang Gunung Bromo:

Landscape Unik: Gunung Bromo terkenal karena lanskapnya yang unik. Kawah gunung yang aktif, dikelilingi oleh lautan pasir berwarna abu-abu, menciptakan pemandangan yang dramatis dan surreal.

Kawah Bromo: Kawah Gunung Bromo memiliki diameter sekitar 800 meter dan terus mengeluarkan asap putih yang menciptakan pemandangan mistis. Pengunjung dapat mendaki ke puncak kawah untuk melihat pemandangan yang menakjubkan dari ketinggian.

Padang Pasir Lautan Pasir: Di sekitar Gunung Bromo, terdapat lautan pasir luas yang menciptakan suasana gurun. Pengunjung dapat menyaksikan pemandangan ini saat perjalanan menuju kawah, baik dengan berjalan kaki atau naik kuda.

Pemandangan Sunrise yang Memukau: Salah satu momen paling populer di Gunung Bromo adalah matahari terbit. Banyak pengunjung memilih untuk naik ke puncak Bukit Penanjakan untuk menyaksikan pemandangan matahari terbit yang memukau, dengan Gunung Bromo sebagai latar belakang.

Tradisi Keagamaan Tengger: Kawasan sekitar Gunung Bromo dihuni oleh suku Tengger. Masyarakat Tengger memiliki tradisi unik, termasuk upacara adat dan ritual keagamaan yang berkaitan dengan gunung ini.

Aksesibilitas: Meskipun terletak di pedalaman Jawa Timur, Gunung Bromo relatif mudah diakses dari kota-kota terdekat seperti Malang dan Probolinggo. Wisatawan dapat menggunakan kendaraan pribadi atau memanfaatkan layanan tur wisata yang tersedia.

Gunung Bromo tidak hanya menarik bagi para pecinta alam dan pendaki gunung, tetapi juga bagi mereka yang tertarik dengan keindahan alam yang eksotis dan warisan budaya Indonesia."
Bukit Raya,https://datagunung.com/gunung/Bukit Raya/info,,Unknown,https://datagunung.com/images/mobile-Bukit Raya.webp,"Pegunungan Bukit Raya berada dalam area Taman Nasional Bukit Baka Bukit Raya, yang berada di  provinsi Kalimantan Tengah dan berbatasan dengan provinsi Kalimantan Barat. Gunung ini dikategorikan sebagai salah satu dari 7 puncak tertinggi di Indonesia."
Batukaru,https://datagunung.com/gunung/Batukaru/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Merupakan gunung api yang tidak aktif, terletak di Kecamatan Penebel, Kabupaten Tabanan, Bali.

Jalur pendakian:
- Via Desa Jatiluwih, Kecamatan Penebel.
- Via Desa Wongaya Gede.
- Via Desa Pujungan, Kecamatan Pupuan.

Pada lereng Gunung Batukaru, kita dapat menemukan Pura Luhur Batukaru."
Bratan,https://datagunung.com/gunung/Bratan/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Bratan berada di provinsi Bali dengan ketinggian 2276 mdpl.
Sago,https://datagunung.com/gunung/Sago/info,,Unknown,https://datagunung.com/images/mobile-Sago.webp,Gunung Sago berada di provinsi Sumatra Barat dengan ketinggian 2271 mdpl.
Bulu Mopeaanooleo,https://datagunung.com/gunung/Bulu Mopeaanooleo/info,,Unknown,https://datagunung.com/images/mobile-Bulu-Mopeaanooleo.webp,"Bulu Mopeaanooleo merupakan gunung dengan ketinggian 2.265 meter di atas permukaan laut. Gunung ini terletak di wilayah Desa Puncak Monapa, Kecamatan Lasusua, Kabupaten Kolaka Utara, Provinsi Sulawesi Tenggara.

Rute atau jalur pendakian di gunung ini pertama kali dirintis pada tahun 2012 oleh Tim Ekspedisi Lentera Wanabaya Mahacala UHO. Basecamp induk berada di Desa Puncak Monapa pada ketinggian 225 mdpl.

Kondisi hutan saat perintisan tergolong cukup baik. Vegetasi hutan masih rapat dan banyak ditemukan sumber air di sepanjang jalur pendakian.

Berbagai jenis fauna dapat dijumpai di Bulu Mopeaanooleo, seperti lipan, siput, katak, pacet, elang hitam, berbagai jenis burung, lebah, kupu-kupu, ular piton, dan tarsius. Jejak dan kotoran anoa juga sering ditemukan di jalur pendakian pada saat itu.

Adapun jenis flora yang dapat ditemui selama pendakian antara lain anggrek, kantung semar, pohon cantigi, pandan hutan, kayu putih, berbagai jenis palem-paleman, rotan, serta tumbuhan paku-pakuan.

Informasi ini dikontribusikan oleh Tim Mahacala UHO dan Muhammad Aris."
Guntur,https://datagunung.com/gunung/Guntur/info,,Unknown,https://datagunung.com/images/mobile-Guntur.webp,"Gunung Guntur di Kabupaten Garut, Jawa Barat meiliki jalur pendakian yang relatif mudah dan singkat, namun menyajikan pemandangan yang indah."
Inierie,https://datagunung.com/gunung/Inierie/info,,Unknown,https://datagunung.com/images/mobile-Inierie.webp,Gunung Inierie berada di provinsi Nusa Tenggara Timur dengan ketinggian 2245 mdpl.
Sibayak,https://datagunung.com/gunung/Sibayak/info,,Unknown,https://datagunung.com/images/mobile-Sibayak.webp,Gunung Sibayak berada di provinsi Sumatra Utara dengan ketinggian 2212 mdpl.
Salak,https://datagunung.com/gunung/Salak/info,,Unknown,https://datagunung.com/images/mobile-Salak.webp,"Kawasan Gunung Salak termasuk ke dalam wilayah Kabupaten Sukabumi dan Kabupaten Bogor, Jawa Barat.
Tipe Gunung Salak adalah gunung api strato.
Asal nama Gunung Salak berasal dari kata bahasa Sanskerta, salaka yang berarti ""perak"".
Beberapa jalur pendakian menuju Puncak Salak 1 atau Puncak Manik:

Jalur Cimelati, yang pintu masuknya berada di desa Pasawahan, Cicurug. Jalur pendakian ini merupakan jalur terpendek untuk mencapai Puncak Salak I.
Jalur Cidahu, Sukabumi.
Jalur Pasir Reungit, Kec. Pamijahan melalui Kawah Ratu, dekat Gunung Bunder. Jalur Pasir Reungit merupakan jalur yang terpanjang dibandingkan jalur pendakian lainnya.
Jalur Ajisaka, terletak di Desa Cijambu, Bogor.
Jalur pendakian Melalui Curug Pilung, terletak di Desa Cipeundeuy, Bogor.
Jalur pendakian melalui Curug Nangka."
Talagabodas,https://datagunung.com/gunung/Talagabodas/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Talagabodas berada di provinsi Jawa Barat dengan ketinggian 2201 mdpl.
Rogojembangan,https://datagunung.com/gunung/Rogojembangan/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Gunung yang populer dikunjungi pendaki daerah Pekalongan.

Terima kasih untuk rekan Munif yang telah memberi saran untuk mendata gunung ini."
Galunggung,https://datagunung.com/gunung/Galunggung/info,,Unknown,https://datagunung.com/images/mobile-Galunggung.webp,"Terletak di Kabupaten Tasikmalaya, Jawa Barat. Gunung Galunggung adalah gunung api yang bertipe strato.
Gunung ini memiliki 2 puncak yaitu Puncak Dinding Ari dan Puncak Beuticanar.
Jalur pendakian:
Jalur Cigalontang atau wilayah Geger Hanjuang, Desa Linggamulya, Kecamatan Leuwisari, Kabupaten Tasikmalaya.
Untuk mencapai kawah Gunung Galunggung bisa berjalan melalui anak tangga yang berjumlah sekitar 620 atau juga bisa memanfaatkan jasa ojek.

Daya tarik yang lain di kawasan Gunung Galunggung adalah adanya Curug Agung."
Gunung Toba,https://datagunung.com/gunung/Gunung Toba/info,,Unknown,https://datagunung.com/images/mobile-Toba.webp,Gunung Gunung Toba berada di provinsi Sumatra Utara dengan ketinggian 2157 mdpl.
Abang,https://datagunung.com/gunung/Abang/info,,Unknown,https://datagunung.com/images/mobile-Abang.webp,"Memiliki ketinggi 2151 mdpl, terletak di Kabupaten Bangli, Kecamatan Kintamani, Bali.
Tergolong gunung api yang tidak aktif.

Jalur pendakian melalui Desa Suter atau Desa Songan."
Kunyit,https://datagunung.com/gunung/Kunyit/info,,Unknown,https://datagunung.com/images/mobile-Kunyit.webp,Gunung Kunyit berada di provinsi Bengkulu dengan ketinggian 2151 mdpl.
Sorikmarapi,https://datagunung.com/gunung/Sorikmarapi/info,,Unknown,https://datagunung.com/images/mobile-Sorikmarapi.webp,Gunung Sorikmarapi berada di provinsi Sumatra Utara dengan ketinggian 2145 mdpl.
Osu Porema,https://datagunung.com/gunung/Osu Porema/info,,Unknown,https://datagunung.com/images/mobile-Bulu-Porema.webp,"Gunung Porema, lebih dikenal dengan nama Bulu Porema sesuai Peta Topografi keluaran Bakosurtanal (sekarang dikenal sebagai Badan Informasi Geospasial / BIG), memiliki puncak tertinggi dengan ketinggian 2.242 meter di atas permukaan laut (mdpl). Gunung ini terletak di wilayah Kecamatan Pakue Tengah, Kabupaten Kolaka Utara, Provinsi Sulawesi Tenggara.

Gunung Porema merupakan gunung tertinggi keempat di daratan Provinsi Sulawesi Tenggara, setelah Gunung Mekongga, Gunung Nandooto, dan Gunung Mopeaanooleo.

Jalur pendakian pertama kali dibuka atau dirintis oleh Mahasiswa Pencinta Alam Universitas Halu Oleo (Mahacala UHO) pada tahun 2016, melalui Desa Kondara, Kecamatan Pakue, dalam waktu 6 hari perjalanan.

Perjalanan dimulai dengan menyusuri Sungai Olooloho yang memiliki arus cukup kuat. Sepanjang jalur pendakian, kondisi vegetasi masih tergolong baik. Beberapa jenis vegetasi tumbuh liar di sepanjang jalur, di antaranya kayu besi, anggrek, kantung semar, rotan, dan berbagai jenis palem-paleman.

Sebelum mencapai puncak, pendaki juga akan menjumpai tanda-tanda aktivitas petani madu hutan. Pada ketinggian 1.000–2.000 mdpl, jalur pendakian melewati batuan karst yang diselimuti lumut. Di jalur ini juga ditemukan beberapa jenis fauna, seperti anoa, babi hutan, monyet Sulawesi, dan burung rangkong.

Informasi ini dikontribusikan oleh Tim Mahacala UHO dan Muhammad Aris."
Windu,https://datagunung.com/gunung/Windu/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Gunung Wayang merupakan gunung berapi kembar yang terdiri dari Gunung Wayang dan Gunung Windu, terletak di sebelah timur kota Pangalengan, Kabupaten Bandung di Jawa Barat."
Sagara,https://datagunung.com/gunung/Sagara/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Sagara berada di provinsi Jawa Barat dengan ketinggian 2132 mdpl.
Ebulobo,https://datagunung.com/gunung/Ebulobo/info,,Unknown,https://datagunung.com/images/mobile-Ebulobo.webp,Gunung Ebulobo berada di provinsi Nusa Tenggara Timur dengan ketinggian 2124 mdpl.
Ranaka,https://datagunung.com/gunung/Ranaka/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Ranaka berada di provinsi Nusa Tenggara Timur dengan ketinggian 2100 mdpl.
Tanggamus,https://datagunung.com/gunung/Tanggamus/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Tanggamus berada di provinsi Lampung dengan ketinggian 2100 mdpl.
Catur,https://datagunung.com/gunung/Catur/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Memiliki ketinggian 2096 mdpl, berlokasi di Banjar Tinggan, Desa Pelaga, Kecamatan Petang, Kabupaten Badung.
Puncak Gunung Catur sering disebut Pucak Mangu, hal ini dikarenakan di puncak gunung ini terdapat sebuah pura yang bernama pura Pucak Mangu.

Jalur pendakian via kawasan wisata Bedugul atau via Desa Petang."
Tangkuban Perahu,https://datagunung.com/gunung/Tangkuban Perahu/info,,Unknown,https://datagunung.com/images/mobile-Tangkuban Perahu.webp,"erletak di Desa Ciater, Kabupaten Subang, Provinsi Jawa Barat.
Sejumlah kawah aktif di kawasan Gunung Tangkuban Parahu  Kawah Ratu, Kawah Upas, Kawah Baru dan Kawah Doma.

Jalur pendakian dari kabupaten Bandung Barat:
Via Jayagiri Lembang
Via Sukawana Karyawangi Parongpong"
Sanghyang,https://datagunung.com/gunung/Sanghyang/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Memiliki ketinggian 2.074 mdpl, merupakan gunung strato tidak aktif yang terletak di wilayah vulkanik Bedugul, Senganan, Kecamatan Penebel, Kabupaten Tabanan, Bali.
Dikenal juga dengan nama Gunung Sengjang atau Gunung Sengayang.
Jalur pendakian via jalur utama Bedugul lalu ke Bukit Wanagiri dan Desa Tamblingan."
Pohen,https://datagunung.com/gunung/Pohen/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Memiliki ketinggian 2063 mdpl, terletak di Kabupaten Tabanan, Bali, Indonesia.
 Kawasan Gunung Pohen ditetapkan sebagai bagian dari Cagar Alam Batukahu."
Bukit Lumut Balai,https://datagunung.com/gunung/Bukit Lumut Balai/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Bukit Lumut Balai berada di provinsi Sumatra Selatan dengan ketinggian 2055 mdpl.
Burangrang,https://datagunung.com/gunung/Burangrang/info,,Unknown,https://datagunung.com/images/mobile-Burangrang.webp,
Ungaran,https://datagunung.com/gunung/Ungaran/info,,Unknown,https://datagunung.com/images/mobile-Ungaran.webp,"Gunung yang ramah untuk pendaki pemula, tergolong jenis Stratovolcano.Pada kawasan ini juga terdapat Candi Gedong Songo. Gunung Ungaran memiliki beberapa puncak yaitu Puncak Ungaran, Gendol, dan Botak."
Gawalise,https://datagunung.com/gunung/Gawalise/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Gawalise berada di provinsi Sulawesi Tengah dengan ketinggian 2023 mdpl.
Hutapanjang,https://datagunung.com/gunung/Hutapanjang/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Hutapanjang berada di provinsi Sumatra Utara dengan ketinggian 2021 mdpl.
Klabat,https://datagunung.com/gunung/Klabat/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Klabat berada di provinsi Sulawesi Utara dengan ketinggian 1995 mdpl.
Belirang Beriti,https://datagunung.com/gunung/Belirang-Beriti/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Belirang-Beriti berada di provinsi Sumatra Selatan dengan ketinggian 1958 mdpl.
Kaba,https://datagunung.com/gunung/Kaba/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Kaba berada di provinsi Bengkulu dengan ketinggian 1952 mdpl.
Sangeang Api,https://datagunung.com/gunung/Sangeang Api/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,Gunung Sangeang Api berada di provinsi Nusa Tenggara Barat dengan ketinggian 1949 mdpl.
